embedding_x,embedding_y
18.479898,8.455095
2.9325752,-10.194695
6.6782026,6.945211
2.6164832,-4.9253902
5.0881505,10.888438
6.7999487,11.387602
14.755914,-2.7961936
14.609995,3.951782
6.293763,4.716238
8.440849,-16.13536
-2.722217,-6.4515567
7.6572547,7.8188353
-4.750443,-10.551697
-6.894196,2.4167585
7.9504957,6.9644175
6.1863,4.642656
2.928363,-10.387324
25.055954,-4.5525684
8.251026,11.662763
2.948457,-10.837321
1.842279,18.380482
25.067026,-4.5466495
-9.200123,-3.3917649
6.0236616,9.146353
18.172203,8.709947
9.30182,-10.181063
5.492762,10.847473
8.004423,11.989212
5.7779636,9.964361
4.9253173,7.0123954
-8.454467,3.799168
4.6396036,6.6898427
12.074301,7.5880604
7.043722,12.13391
6.640124,6.9381914
25.06676,-4.54689
13.706752,7.0889544
13.515099,6.6521006
9.118922,-9.395496
5.555577,6.786686
18.98639,-7.041322
13.323969,14.8465805
13.8667755,15.688518
16.508175,-16.545578
5.51447,6.8145843
2.9800498,-10.338502
9.651929,-17.085585
16.89842,7.1463904
3.3974922,-10.397019
16.496222,-16.548412
6.4331245,4.4270177
6.611191,7.0243845
20.03061,15.321312
6.5902967,4.645415
7.9471135,7.2949243
5.519147,6.7682323
13.781059,15.230169
17.044605,7.626338
17.138384,7.761735
20.992857,16.586535
-2.7040205,-3.3896117
1.681144,-4.081625
8.016161,6.7066746
11.475785,-4.147389
18.817293,-0.3475157
6.4810977,2.3524096
4.3982496,-10.017048
2.9390666,-10.393204
3.2829306,-10.39482
13.322597,7.4321713
5.9712462,7.4473786
16.805248,7.186527
-4.8761635,-10.679275
16.496569,-16.565027
-6.9468336,2.4042983
8.771895,-8.874004
12.282315,21.500385
7.7850227,7.7489576
5.476003,10.665002
-1.9528381,18.559439
5.851614,11.031743
14.930944,5.1447225
8.036874,6.748718
7.857763,7.6552773
6.4317207,2.4018426
0.6346028,16.971666
2.6348133,-4.93874
19.104845,14.046729
6.0063424,9.239071
-6.50086,2.3030329
5.768088,9.97065
5.0863132,4.362067
7.0260057,7.503798
11.738608,-2.9570553
-1.1267986,18.4492
12.096149,8.09291
4.939954,10.983371
-1.2159287,18.505085
8.023045,6.846012
6.7704186,11.11339
-9.256201,4.710831
25.055885,-4.5526495
5.4635086,10.620554
-1.1781595,18.479002
16.304949,-17.195555
9.31128,-10.171364
25.051838,-4.550817
16.503492,-16.56667
13.052826,8.151011
25.06645,-4.547109
14.831455,-2.8706563
8.240751,11.808757
14.858273,-3.5654395
6.6032944,6.8566
9.285166,-10.1979065
8.113184,7.190283
-9.523696,5.258105
14.821479,-2.880769
6.228019,2.499292
6.6881275,8.8896
-8.900168,4.900716
-3.3601286,-2.368347
10.748738,-6.71954
8.446293,-16.132408
12.906758,14.707519
6.0876966,8.541341
3.9207234,-1.4410406
-1.1845872,18.460993
12.214404,7.7792835
5.57654,10.711209
6.8186073,1.4430671
10.256664,-7.945935
10.853593,2.0086014
-2.1021667,11.712192
-1.2177283,10.196264
-0.1973578,6.318407
-5.04495,14.115321
6.8375244,1.4243183
6.8103075,11.398078
-5.0448833,14.1153555
24.029324,-5.3207545
9.091536,-9.362886
9.299928,-10.175537
5.0256186,10.97894
17.5101,8.225023
1.8249851,18.399063
18.132366,8.564184
5.51251,6.732888
15.518193,5.335938
15.609224,5.4162564
-8.951029,4.4761033
4.943948,11.00698
4.936241,11.013448
8.217034,6.9913936
2.646142,-4.9507723
15.135043,5.579499
10.618571,4.849807
5.5535045,4.2454743
10.626975,4.842438
-8.978691,4.392673
-0.18242806,6.3287573
6.687691,6.963326
4.9164047,6.999841
-2.015752,18.53834
13.489872,6.6490307
6.790793,11.0305
15.625547,-16.624027
9.99899,-17.152567
4.944592,10.998586
13.791198,15.179301
6.6539893,6.748849
1.6319976,-8.061595
-0.7971332,6.389294
4.4025793,-10.019198
6.4905148,5.0573344
16.005684,6.3809204
5.4892626,10.887485
13.196919,15.708974
7.897911,12.126566
12.160369,8.378448
6.6836324,8.857009
4.980834,10.955527
6.29743,11.213131
17.627958,8.332924
6.0460625,7.394
7.998391,11.99367
8.217168,7.0902653
7.048872,12.151341
-4.882974,-10.686359
6.903665,11.346345
6.955482,11.401771
6.0021334,9.462646
12.094652,7.68841
6.8705964,11.317469
8.579228,12.985579
8.5262,12.922347
18.983896,-7.047104
5.58828,10.890876
19.633514,14.674736
4.1891723,-1.5229976
5.7138395,2.8298104
17.079836,1.9233385
6.460586,11.258727
13.7736,15.232574
-3.8404856,-2.1658862
13.163202,15.688686
15.184132,5.647826
17.034794,7.6251793
18.88524,-13.680389
6.666957,6.7462273
7.0059204,9.666271
8.589275,13.068093
5.934945,7.4652643
16.521114,-16.530722
8.4523325,12.857172
7.988242,7.0644913
-1.260688,10.121017
4.5231423,3.2672472
6.630517,1.6145895
5.783585,10.018178
6.7721457,11.075958
14.650701,4.946773
15.520101,5.730455
-9.130098,-3.3447878
-7.3438883,2.6851096
6.772302,11.177405
-8.017133,4.741946
5.928732,7.4197216
6.662853,6.7979984
-1.0215254,18.387566
10.678187,4.7908955
8.588783,13.060903
6.3303623,11.252838
-1.9878907,18.541157
13.691739,7.0452747
11.981494,8.026962
6.8763685,4.46293
8.256405,12.483601
5.5198555,10.562424
18.107584,8.700974
6.0027933,9.246193
16.509409,-16.544373
7.37275,5.5128937
-5.045006,14.115469
8.648044,12.807788
7.968562,6.660787
14.1586485,-3.266395
8.598514,13.072763
16.833181,7.166876
5.776864,10.020987
-5.045065,14.115504
-6.522594,2.3086867
7.5948157,-10.090308
-4.8762555,-10.67939
5.653348,10.926443
9.150997,-10.05732
6.8024,11.387574
6.846348,4.4524884
6.86106,11.398199
-6.553085,2.406472
11.981975,8.195379
13.263646,7.036169
-2.688951,-3.4441416
-2.6650107,-3.4239345
2.711425,-0.300393
12.279033,21.496271
6.853162,7.327179
-5.045046,14.115451
1.5409325,-8.118113
11.788769,7.484787
21.266226,-2.1615505
-9.582089,0.47683737
5.62596,10.912371
17.011057,7.579171
16.152678,-17.075836
15.880891,5.8269
5.6113515,6.9342318
12.776009,-3.1511176
-0.4736261,17.92227
20.01845,15.3116255
5.572319,10.627159
6.556925,4.144693
12.144256,8.152044
6.7046466,8.897165
-2.594845,-3.2186701
6.8003645,7.2799864
18.195778,8.739971
-5.0450115,14.115403
5.372853,4.242716
5.7937174,11.003237
10.649538,4.819023
17.577534,0.48504165
13.67278,6.956775
-8.9207325,5.39091
8.779789,12.691827
15.463015,6.194424
6.788413,1.4864203
16.903923,7.0933022
5.9707623,7.40211
15.638771,-16.640083
6.858621,11.368522
8.247463,11.790573
6.668806,8.897111
5.564904,6.7883024
6.8656096,4.4390965
9.998742,-17.155249
5.967118,7.490513
6.9720235,9.653251
-8.425986,3.7748342
12.017613,8.296917
17.465122,8.187027
6.369779,2.4273052
5.7798514,9.982233
-8.512313,3.8431268
24.028738,-5.321532
-3.3343904,-3.0379586
11.754978,-2.9668012
8.186327,6.9122887
-8.837744,5.3280854
13.367354,15.47077
5.5350213,4.2350216
17.03146,7.602473
6.739294,4.6417265
-9.237994,-3.4319098
13.762962,15.135738
4.667094,6.7099714
-8.830408,5.3205385
6.7550554,11.377752
-0.90732473,18.060434
12.93897,15.212724
24.56487,-3.2224693
0.99970025,-9.194841
7.047423,12.152344
-0.40698922,17.875841
4.936595,11.018156
6.517504,4.427388
13.12411,15.66192
16.514635,-16.560495
16.485188,-17.682354
6.3952327,11.2464
6.30617,4.700342
6.8005176,11.058727
15.499247,5.4437666
-9.369687,5.483852
-6.1776023,10.121415
18.45672,8.450201
6.1428204,8.782209
4.926959,7.011683
-6.224504,10.07638
5.7438073,10.962439
-7.2947316,2.6253304
18.987106,-6.9906616
17.801907,8.479706
18.277918,8.6811905
13.501562,6.624428
13.865036,15.301138
7.9157643,12.082765
13.613094,6.9681
15.261966,5.699947
17.023365,7.612856
18.189238,8.666714
5.444771,10.848662
4.619791,6.7228713
6.8508177,11.097587
-1.612449,18.375969
9.165188,-16.462175
16.790773,6.5076017
12.281116,21.49881
-11.462119,1.4145015
16.963385,7.197346
8.444208,-16.149557
17.813051,8.434717
-6.636425,2.4881427
6.7963643,4.813505
6.409802,4.445154
18.917446,-13.665438
18.255173,8.681008
-0.3868077,17.852013
0.69603586,16.900148
12.280274,21.497776
6.8163843,11.425221
-0.19768511,6.323578
10.853761,2.009019
-0.20553714,6.324841
-0.20715466,6.318425
-0.20129672,6.32086
15.45917,5.274668
8.557362,13.011059
9.16023,-16.454828
1.6639206,-4.0638466
2.982487,-10.3228655
1.7849399,18.42842
-4.842925,-10.645809
-8.851952,4.8050737
7.0689144,9.615905
5.5278463,4.227229
24.565903,-3.2070005
-2.5397282,-3.3757925
5.5744557,10.49922
5.612329,6.9345694
5.656483,10.526778
5.998311,9.235977
4.6073313,6.7072973
-5.0449605,14.1153555
16.320456,-17.301243
5.5052657,10.8733225
5.7596707,9.9857855
18.8961,-13.668154
6.022713,9.17057
-7.9573183,-10.02972
6.673806,1.5701088
-3.1206894,-2.442868
7.384823,5.548157
5.566369,6.769421
6.730771,6.827081
5.741786,2.3907497
9.301349,-10.178929
6.6159306,4.589057
4.901648,6.994068
5.5872946,10.516404
6.064716,2.347294
5.5718007,10.933809
7.841338,7.6545243
5.9701185,7.5282245
-1.8585051,18.58996
4.6104894,6.712096
12.288348,21.508118
-4.8656216,-10.668562
6.685743,11.318866
-1.2694981,10.10627
6.8675375,11.375493
7.0342727,12.142832
17.04445,7.6449094
6.5553207,4.2378473
8.170456,7.052445
-9.1091585,5.4366875
15.267893,5.7193356
-4.806902,-10.607928
6.524625,5.014609
13.99201,-2.8314219
-6.5253153,2.324042
-8.410367,3.6488328
8.044227,6.7131076
-9.255889,-3.454978
4.7055564,3.3426049
12.1448145,8.23374
-9.287313,-3.4995227
4.8386283,6.878875
14.361226,-2.5955858
7.644076,7.827965
0.6898862,16.908035
13.872118,15.707451
24.036846,-5.311516
9.471079,-16.574602
8.564619,13.042369
7.7780714,7.759661
1.0184455,-9.245574
7.978824,6.6649127
6.851704,11.37202
5.697708,10.965803
14.63138,4.0430937
13.854737,15.690242
15.690389,-16.653265
15.513064,5.104667
-5.0449543,14.115371
14.620669,-3.520445
12.170259,8.363518
17.515907,8.232284
5.186742,7.04749
9.654103,-17.088951
16.37546,-16.607836
14.850571,-2.895621
-9.301587,-3.5100543
16.509455,-16.543823
13.685848,6.990361
18.930431,-13.650936
5.604088,10.668978
10.269066,-7.9876833
7.1757183,5.1784124
9.100578,-9.370312
6.3899555,2.4265661
14.780419,-3.5263712
8.503261,12.933736
6.622005,1.6233305
12.046092,8.3305645
5.9956775,9.213084
4.8798366,6.977581
17.072706,1.9218527
-9.668391,0.5653153
18.917772,-13.666724
13.762092,15.22148
11.966853,8.067321
11.786856,7.481929
5.577455,10.897963
6.0031834,7.4670115
6.549244,5.0353804
5.843996,11.050719
15.657221,-16.648863
5.755214,9.977185
8.949017,-8.409
4.9079547,6.998964
-0.54727095,-1.6656197
2.55212,-4.8772125
20.026962,15.320728
-8.428368,3.7404034
-1.9891474,18.17114
2.9413018,-10.807483
17.123978,1.859632
14.853176,-3.5485508
9.100647,-9.379934
-7.9438634,-10.016161
-11.207782,1.2274383
-8.869882,5.316304
19.09434,14.036393
16.122744,-16.983198
10.848448,1.999394
14.85675,-2.932377
15.102622,5.4589267
24.003063,-5.3538117
24.568918,-3.1896548
14.344209,-2.6112998
5.477725,10.834421
5.7818956,10.019168
-7.8895273,-9.961976
27.402294,10.353876
13.310235,14.827572
5.8831043,4.615162
7.056631,5.0427847
13.532122,7.1600323
-0.5481904,-1.664668
19.420725,-0.9418273
14.851548,-2.9559314
6.797308,11.384019
14.590405,-2.779814
4.878852,6.9805903
5.939188,7.420704
-8.5876465,3.9517682
-8.456394,3.8082857
-3.495959,-2.2881026
-9.387491,5.3686566
19.11567,14.058937
14.856469,-2.9261074
11.895097,8.087049
0.98068565,-9.199171
6.5668426,4.2552857
24.025606,-5.330693
-9.280268,4.7877355
-9.1097555,-3.330592
0.9747745,-9.192481
-1.9807975,18.140171
7.4153924,5.564122
20.024593,15.317157
11.778937,7.484807
2.9455833,-10.797509
6.651883,6.776811
8.004726,6.710927
6.5667534,4.9928575
8.033574,6.976071
13.331868,14.849706
-9.079603,4.5535502
24.568981,-3.1895688
-9.404065,5.5542803
13.395146,14.889768
-0.21507773,6.323197
-0.22053169,6.306305
-7.891762,-9.964153
-0.20854966,6.31624
2.937562,-10.327363
16.931614,7.1357374
5.668029,10.536473
8.587851,12.616585
8.270947,12.489857
5.5601034,10.871857
5.601877,10.908508
8.23803,11.801708
5.771086,10.102033
7.052798,9.62647
8.215739,6.982777
13.65057,-2.8973613
6.780632,1.4829738
5.6065483,6.9071083
-2.6759276,-6.357907
-6.1872315,10.112416
27.415813,10.294462
16.741472,6.475299
6.02435,9.44505
6.810288,1.4541495
18.985537,-7.0536885
0.052236114,17.770777
3.911656,-1.4372935
13.315704,14.83823
-3.308169,-3.0467093
-8.482452,3.8329191
19.622286,14.662634
-6.702743,3.139485
8.482863,11.864864
7.795166,7.7258306
12.368694,7.97481
6.6526875,4.626356
5.701738,10.186701
-6.680219,3.2536924
7.4334674,5.5894923
-3.669818,-2.1106436
2.2353945,-4.6254773
-1.2311257,10.190938
7.771694,7.7583275
-6.1764064,10.1225815
5.6499953,10.477602
10.622152,4.846245
6.85644,11.368933
-0.20419881,6.3194313
24.002964,-5.3505383
5.5963345,6.909601
18.213997,8.754628
8.433723,-16.135714
11.971174,8.149902
16.864513,7.1078553
14.147676,-3.250497
19.594425,-1.1106794
3.9236808,-1.4426625
5.5157485,10.871684
6.475235,11.261308
4.5883846,3.2927616
2.608286,-4.9200563
17.048878,7.638931
6.0096493,9.223661
16.840956,7.320833
5.7676477,2.7861042
15.569535,6.229961
16.535822,-16.511757
13.597299,6.894731
13.105819,8.120035
7.2335887,5.286182
5.635511,10.928803
8.182188,11.778913
11.866746,8.018992
6.8894644,11.350306
6.9612575,9.691661
1.693425,-8.001189
3.9247642,-1.4423897
13.716764,7.0248404
9.662523,-17.083748
1.4619287,-8.170937
7.0536222,12.144587
-11.388105,1.353095
14.181511,-3.3013647
13.858359,15.693083
6.508986,11.258143
16.184637,-17.105513
24.018682,-5.334493
6.4783,4.3572307
7.0474267,9.63381
7.0530934,12.132574
0.9658925,18.127533
9.150928,-16.457191
14.76196,-2.8046272
6.9069123,4.4434342
8.219961,12.493462
6.969299,9.626751
5.532838,6.792032
15.777781,5.845985
18.225698,8.749541
7.6891236,7.8058124
14.761746,-2.8002162
-3.7584805,-2.0764127
17.046276,7.6423106
6.906737,11.356346
9.163871,-16.473999
10.608063,4.864145
8.201836,11.79514
8.043042,6.7518864
17.005058,7.168717
17.346987,0.6844224
7.210622,5.261906
6.7418613,11.319457
12.998014,15.555367
8.457905,-16.130192
6.0035534,9.219701
17.858568,8.5044155
24.568565,-3.185939
12.923363,8.119996
19.63779,14.685871
13.497429,6.6230273
16.518713,-16.53839
5.7340636,11.010928
8.444912,-16.135029
-8.9886675,5.412098
15.643836,-16.64302
2.9547603,-10.819189
5.9865427,7.5239205
13.474516,14.981079
-8.23434,3.4931617
24.0087,-5.349801
2.5259573,-4.852781
3.289786,-10.387081
2.9122458,-10.401425
17.594172,8.3082285
6.6159782,6.929365
3.0932527,-7.759155
7.7654567,7.6571436
6.3216543,2.4519744
27.406628,10.309813
-9.148955,4.6123495
3.4593837,-10.354539
9.67107,-17.097033
8.25543,12.587665
19.608421,14.65673
6.60631,1.6362401
-6.1403747,10.158814
1.494244,-8.144519
6.0024114,9.498458
17.074146,1.9111835
5.2907453,4.1672354
17.945047,8.569739
4.405824,-10.006397
7.6573496,7.8086576
15.515317,6.1205506
4.9871907,10.955504
19.276737,14.250493
5.8068185,11.03231
17.591446,8.324057
13.764065,15.212766
6.0346828,9.395516
5.8201528,2.4052114
13.557014,7.0130873
12.235611,7.737208
-9.600505,0.49580425
-6.177812,10.1210375
27.404966,10.325765
11.882886,-3.8490915
7.8196015,12.09776
6.57633,11.28885
-0.20478061,6.321349
11.765267,7.5197506
17.37959,0.63626456
-1.1922852,10.3603115
10.847283,1.9944211
3.9205525,-1.4405737
27.407938,10.325386
-9.392824,5.4705167
6.8784056,4.388013
6.1179047,8.825231
4.6151905,6.707643
-2.556365,-3.3766806
-2.0071607,18.183912
13.5726595,15.06498
-9.114894,-3.3364832
-7.344955,2.6733458
5.558921,6.771995
19.636782,14.644878
12.143097,8.35303
12.008725,7.9696913
16.51778,-16.535492
9.664399,-17.092905
5.6521015,10.498974
6.0032544,9.232014
16.92243,7.2302375
13.373993,-2.9923918
-4.802174,-10.602937
14.725796,-3.5485837
-2.8709288,-3.3706682
-6.5386047,3.474697
-1.1342236,18.044657
27.40479,10.351616
-9.209614,-3.3976562
1.8478703,18.379126
-2.0276358,18.50858
-2.505585,9.3334465
18.922873,-13.664525
13.689969,6.9991302
15.25527,5.6958065
6.216633,2.197764
15.495291,5.6853027
-7.3207855,2.6765616
-9.388791,5.0327616
13.57599,7.113405
8.583586,13.041114
23.996824,-5.3667793
-3.3368657,-3.025022
6.050123,9.136305
27.4096,10.351329
7.803212,12.1023
7.34171,5.4474444
9.379871,-16.281073
19.608269,14.646718
7.809542,7.802953
12.272747,21.487898
3.1205704,-7.762829
9.331885,-10.201905
-6.552603,2.3326976
9.311428,-10.170163
6.8777285,7.3820553
27.40504,10.398853
8.145999,7.113638
6.345812,4.6926074
-4.7569733,-10.558674
1.0604451,18.173378
-1.2656623,18.121113
4.9732866,10.984545
-0.3774213,17.8584
15.555779,5.798008
6.028491,7.6461554
6.897474,4.629672
-4.831418,-10.632512
15.487963,6.121707
12.311373,7.9374785
6.664937,6.7416315
-7.923398,-9.996664
10.631596,4.836985
16.799313,7.1908364
6.819585,7.2935343
-1.8056271,18.581278
18.258781,8.694971
17.166592,1.8018584
2.927087,-10.183494
11.773595,7.500681
24.573406,-3.172947
7.947342,7.173399
4.8550534,6.963298
9.666105,-17.075619
18.987879,-7.037744
17.726383,8.4131365
6.5131474,4.178946
7.670141,7.8078265
17.650007,8.3619795
8.128977,7.0334525
7.3320847,6.475407
1.4789498,-8.156652
-9.391489,5.5432
27.401155,10.427633
5.874498,9.755121
-11.085344,1.1570504
16.391678,-17.407795
12.276266,21.492748
18.976387,-7.0217
-11.412589,1.3744497
7.819847,7.7776546
17.633972,8.341102
6.003888,9.418422
5.948541,7.446957
-3.2143116,-3.1644535
4.3567343,-10.041284
5.0269885,10.975361
16.827833,6.9609003
6.211618,2.531404
-6.24029,10.060435
1.8361076,18.388906
15.6953335,-16.657225
2.9052312,-10.375521
7.9879155,6.8210554
-8.765885,4.2157283
-7.3321,2.6857817
-3.1379535,-3.230256
23.9984,-5.3631597
13.692359,7.049859
7.8465853,12.11167
13.178642,14.726985
4.953914,11.018899
12.188111,7.7455964
18.988573,-7.0378017
9.312624,-10.183426
11.910483,8.054217
6.388997,11.248809
-3.33375,-3.0315964
4.6278043,6.716027
7.0249333,12.136965
14.176813,-3.298903
16.912277,7.1304746
12.271934,21.4869
9.670576,-17.063784
19.508434,14.523232
-9.118114,4.5875635
12.271324,21.486078
15.039096,5.247323
9.086251,-9.343392
6.999025,9.62336
-3.021085,-3.3214712
6.9095535,9.731131
7.0706654,9.622401
8.752355,12.72568
27.393417,10.463594
6.0241246,9.3755865
8.229577,12.516347
23.980114,-5.3946505
6.8748913,9.775167
6.974694,9.635385
17.262697,7.920453
9.101089,-16.40137
2.9322474,-10.184866
-6.5340147,2.3316312
7.0048075,7.508354
4.977682,4.3203497
-7.304014,2.6591892
6.9085526,11.38356
4.623381,6.698541
2.9471688,-10.831491
8.454892,-16.129055
12.266618,21.479675
24.574108,-3.1688929
9.100337,-9.36381
27.369204,10.497728
13.520061,7.18987
13.446396,14.965957
4.9800353,10.957057
4.767375,4.466482
9.295523,-10.214222
-2.7706137,-3.4392104
-9.606069,0.501242
27.372358,10.549006
6.508169,4.1291485
0.9900789,18.146786
14.180911,-3.2848313
-8.511185,3.8471768
-3.4783463,-2.3112054
-2.543464,-3.377803
4.767669,4.4557695
-6.672302,2.4925063
6.7996607,4.815895
17.680098,8.380311
4.388561,3.0983744
27.366562,10.555944
17.602345,0.47570372
12.261594,21.472818
9.103608,-16.389568
2.969557,-10.338359
27.382168,10.5487
27.373674,10.54778
7.8999414,12.115359
27.37269,10.548601
-4.7879763,-10.588351
8.098189,7.069855
-0.2424489,6.3070107
27.374186,10.551619
27.359293,10.570604
27.37118,10.550216
0.67237246,16.924871
-0.24375546,6.303428
19.130318,14.0732975
14.721844,-3.5465937
14.815383,-2.9445086
17.370945,0.6347091
27.370848,10.550011
1.8224895,18.430134
1.658279,-4.058633
27.37291,10.547543
-1.1826904,10.374525
10.858961,2.0152047
-0.3705114,6.3097725
12.869359,8.290601
10.884468,2.0748653
18.824348,-0.3550054
3.9537075,-1.4642117
4.2682185,-1.5584651
-2.6991048,-6.4217973
-2.4893553,9.352384
18.213858,-9.507344
2.9134114,-10.39324
9.093115,-9.353339
8.474149,-16.117937
-0.16702951,6.3325973
27.37097,10.550383
4.4282036,-9.9900255
9.312108,-10.180063
27.361818,10.561652
27.370974,10.55059
5.0971394,2.464493
6.2809176,4.5960836
13.468033,-4.2689867
6.717304,10.432104
23.964975,-5.4180975
12.262012,21.473616
6.71313,6.9495416
3.479866,-10.357764
-6.6855774,3.260196
24.575956,-3.1587517
12.387316,8.065033
26.721664,10.443578
14.650023,-2.7920306
9.090951,-16.382072
13.981159,-2.987207
9.121009,-16.40662
12.262433,21.474333
17.339277,0.690881
12.067017,8.289289
7.0590076,9.643619
0.68931746,16.90869
24.582285,-3.1499796
2.9394531,-10.278954
24.583502,-3.1486523
26.736979,10.457183
9.071864,-9.3257265
1.6588901,-4.058783
23.94666,-5.4412756
13.167811,15.670048
8.181527,7.059545
9.057133,-9.307666
5.5806637,6.919209
6.639834,9.010334
8.402686,11.719814
-1.0265796,18.098423
6.035805,9.385961
19.436176,14.440045
15.53754,6.262522
12.359435,-3.1565735
6.71261,4.6232862
15.830753,5.2968225
16.874212,7.318269
-1.1720946,18.480787
-4.8654733,-10.668369
26.659393,10.430237
6.602186,6.8994484
26.64626,10.42787
-9.607579,0.50358725
4.782903,4.4558005
16.354954,-17.180035
-7.017427,2.4333882
-6.6093163,2.4716012
11.527953,-4.098314
14.837214,-3.5024924
8.485231,-16.112827
6.773841,1.4873173
24.600357,-3.1263185
5.8987503,2.6810265
26.664928,10.442858
12.880452,8.260623
5.738711,2.3725412
6.033635,9.162575
13.321181,14.850404
-0.34600136,5.3993144
4.367178,3.1254272
6.695375,8.868413
-3.7367468,-2.1163607
5.030215,10.944973
7.849934,7.668825
6.866074,4.4443045
6.8937235,11.309453
-3.765678,-2.0774376
5.0977874,4.3328614
12.132043,7.761942
19.7405,-13.616658
6.801279,11.059841
0.0597559,17.769629
8.763474,12.604035
6.3275356,2.0190756
14.084251,4.7074075
-1.8983954,11.80013
-9.280261,4.7764897
-1.9256555,18.560125
13.406397,7.309114
13.657889,7.065941
6.671774,6.7662454
26.62657,10.4238615
-7.087773,2.4521804
4.02191,-1.5001769
-1.1095406,18.447826
16.30583,-17.226856
-7.096311,2.4414306
1.753431,18.439005
14.726161,4.9975085
16.335705,-16.775934
8.538025,11.974704
13.411504,-2.97958
7.8879123,7.6246886
1.6569428,-4.057302
16.330706,-17.273785
2.6706355,-4.962025
16.512589,-16.54572
7.7232466,7.7882266
8.752366,12.619871
8.587006,12.448949
17.115713,1.8872772
5.0803623,4.350915
23.93969,-5.459419
26.593248,10.4138565
-11.415888,1.3769867
9.304346,-10.233161
16.979734,7.2423277
-7.3212748,2.665612
8.164654,7.0687814
26.592485,10.412698
24.575119,-3.1477013
12.862903,14.676208
17.085705,1.9170227
13.603645,15.135982
-9.62554,0.52396417
-1.3793913,17.822952
4.6265903,6.721265
5.726611,2.9184632
8.271471,12.566372
2.680258,-4.969055
14.840593,-2.955039
17.132565,7.7597036
9.684957,-17.008291
8.151256,7.037689
-9.594805,0.48971608
16.034647,6.0627103
19.610983,14.665133
6.5637436,4.2357492
6.9088497,11.3557005
-2.0269454,18.484673
13.552537,6.9710484
18.93627,-13.663495
6.8820796,9.778448
13.602671,15.58069
5.445336,4.2027617
7.029186,9.633581
-8.847157,4.4922357
-9.171703,4.6505637
6.8898373,4.607174
2.6787076,-4.9656506
17.838299,8.487851
5.7109175,10.98357
2.9018016,-10.361603
17.61839,8.3267355
18.986965,-7.0497785
-3.8250272,-2.1589303
-7.9116244,-9.9842205
-1.7355869,18.488329
-7.9715986,4.7013016
15.594404,5.8081594
6.881152,7.379561
8.571951,11.97781
8.035215,7.0238185
4.7774296,4.4472632
12.239251,21.443443
23.923018,-5.4871597
13.992716,-2.854993
-6.2600236,10.041016
-6.6861305,3.2365255
14.757069,-2.8004038
10.012638,-17.1256
15.635414,-16.63331
23.899347,-5.5143394
2.938304,-10.806835
12.225722,7.7353077
12.349796,-3.1601171
20.639668,-13.530655
15.621662,-16.613743
10.650857,4.8178554
6.021353,9.176141
1.4808555,6.7224355
11.485518,-4.1394835
6.6837554,8.887076
4.9099593,11.035205
11.777469,7.47728
8.403184,11.699218
-6.2270684,10.073417
0.64566815,16.957375
18.985247,-7.0549035
2.9191854,-10.313925
-6.212476,10.087289
14.083442,4.7073164
26.529493,10.393679
-8.91238,5.4089713
26.558157,10.410354
6.515582,5.0691085
8.561375,12.952634
-9.120837,-3.3278086
6.954456,9.640445
18.986774,-7.051194
24.659388,-2.9654093
6.7627816,4.79143
6.388951,2.5107381
19.111027,14.0538025
-8.593049,3.9542162
6.691908,8.867131
13.473149,14.962841
8.233938,11.785212
